acceleration_x_mean,0
acceleration_x_std,1
acceleration_x_min,2
acceleration_x_median,3
acceleration_x_max,4
acceleration_y_mean,5
acceleration_y_std,6
acceleration_y_min,7
acceleration_y_median,8
acceleration_y_max,9
acceleration_z_mean,10
acceleration_z_std,11
acceleration_z_min,12
acceleration_z_median,13
acceleration_z_max,14
rssi_Kitchen_AP_mean,15
rssi_Kitchen_AP_std,16
rssi_Kitchen_AP_min,17
rssi_Kitchen_AP_median,18
rssi_Kitchen_AP_max,19
rssi_Lounge_AP_mean,20
rssi_Lounge_AP_std,21
rssi_Lounge_AP_min,22
rssi_Lounge_AP_median,23
rssi_Lounge_AP_max,24
rssi_Upstairs_AP_mean,25
rssi_Upstairs_AP_std,26
rssi_Upstairs_AP_min,27
rssi_Upstairs_AP_median,28
rssi_Upstairs_AP_max,29
rssi_Study_AP_mean,30
rssi_Study_AP_std,31
rssi_Study_AP_min,32
rssi_Study_AP_median,33
rssi_Study_AP_max,34
pir_bath_mean,35
pir_bath_std,36
pir_bath_min,37
pir_bath_median,38
pir_bath_max,39
pir_bed1_mean,40
pir_bed1_std,41
pir_bed1_min,42
pir_bed1_median,43
pir_bed1_max,44
pir_bed2_mean,45
pir_bed2_std,46
pir_bed2_min,47
pir_bed2_median,48
pir_bed2_max,49
pir_hall_mean,50
pir_hall_std,51
pir_hall_min,52
pir_hall_median,53
pir_hall_max,54
pir_kitchen_mean,55
pir_kitchen_std,56
pir_kitchen_min,57
pir_kitchen_median,58
pir_kitchen_max,59
pir_living_mean,60
pir_living_std,61
pir_living_min,62
pir_living_median,63
pir_living_max,64
pir_stairs_mean,65
pir_stairs_std,66
pir_stairs_min,67
pir_stairs_median,68
pir_stairs_max,69
pir_study_mean,70
pir_study_std,71
pir_study_min,72
pir_study_median,73
pir_study_max,74
pir_toilet_mean,75
pir_toilet_std,76
pir_toilet_min,77
pir_toilet_median,78
pir_toilet_max,79
video_living_room_centre_2d_x_mean,80
video_living_room_centre_2d_x_std,81
video_living_room_centre_2d_x_min,82
video_living_room_centre_2d_x_median,83
video_living_room_centre_2d_x_max,84
video_living_room_centre_2d_y_mean,85
video_living_room_centre_2d_y_std,86
video_living_room_centre_2d_y_min,87
video_living_room_centre_2d_y_median,88
video_living_room_centre_2d_y_max,89
video_living_room_bb_2d_br_x_mean,90
video_living_room_bb_2d_br_x_std,91
video_living_room_bb_2d_br_x_min,92
video_living_room_bb_2d_br_x_median,93
video_living_room_bb_2d_br_x_max,94
video_living_room_bb_2d_br_y_mean,95
video_living_room_bb_2d_br_y_std,96
video_living_room_bb_2d_br_y_min,97
video_living_room_bb_2d_br_y_median,98
video_living_room_bb_2d_br_y_max,99
video_living_room_bb_2d_tl_x_mean,100
video_living_room_bb_2d_tl_x_std,101
video_living_room_bb_2d_tl_x_min,102
video_living_room_bb_2d_tl_x_median,103
video_living_room_bb_2d_tl_x_max,104
video_living_room_bb_2d_tl_y_mean,105
video_living_room_bb_2d_tl_y_std,106
video_living_room_bb_2d_tl_y_min,107
video_living_room_bb_2d_tl_y_median,108
video_living_room_bb_2d_tl_y_max,109
video_living_room_centre_3d_x_mean,110
video_living_room_centre_3d_x_std,111
video_living_room_centre_3d_x_min,112
video_living_room_centre_3d_x_median,113
video_living_room_centre_3d_x_max,114
video_living_room_centre_3d_y_mean,115
video_living_room_centre_3d_y_std,116
video_living_room_centre_3d_y_min,117
video_living_room_centre_3d_y_median,118
video_living_room_centre_3d_y_max,119
video_living_room_centre_3d_z_mean,120
video_living_room_centre_3d_z_std,121
video_living_room_centre_3d_z_min,122
video_living_room_centre_3d_z_median,123
video_living_room_centre_3d_z_max,124
video_living_room_bb_3d_brb_x_mean,125
video_living_room_bb_3d_brb_x_std,126
video_living_room_bb_3d_brb_x_min,127
video_living_room_bb_3d_brb_x_median,128
video_living_room_bb_3d_brb_x_max,129
video_living_room_bb_3d_brb_y_mean,130
video_living_room_bb_3d_brb_y_std,131
video_living_room_bb_3d_brb_y_min,132
video_living_room_bb_3d_brb_y_median,133
video_living_room_bb_3d_brb_y_max,134
video_living_room_bb_3d_brb_z_mean,135
video_living_room_bb_3d_brb_z_std,136
video_living_room_bb_3d_brb_z_min,137
video_living_room_bb_3d_brb_z_median,138
video_living_room_bb_3d_brb_z_max,139
video_living_room_bb_3d_flt_x_mean,140
video_living_room_bb_3d_flt_x_std,141
video_living_room_bb_3d_flt_x_min,142
video_living_room_bb_3d_flt_x_median,143
video_living_room_bb_3d_flt_x_max,144
video_living_room_bb_3d_flt_y_mean,145
video_living_room_bb_3d_flt_y_std,146
video_living_room_bb_3d_flt_y_min,147
video_living_room_bb_3d_flt_y_median,148
video_living_room_bb_3d_flt_y_max,149
video_living_room_bb_3d_flt_z_mean,150
video_living_room_bb_3d_flt_z_std,151
video_living_room_bb_3d_flt_z_min,152
